sales_order,customer_name,business_partner_id,customer_reference,document_date,requested_delivery_date,requested_lead_days,overall_status,net_value_eur
51,The Bike Zone 084,1003196,084,2026-02-01,2026-03-01,28,Completed,20140.0
50,The Bike Zone038,1003155,038,2026-02-01,2026-03-01,28,Completed,20092.5
49,The Bike Zone 044,1003107,044,2026-02-01,2026-02-26,25,Completed,20092.5
48,The Bike zone 137,1003178,137,2026-02-01,2026-03-01,28,Open,20092.5
47,The Bike Zone 009,1003187,009,2026-02-01,2026-03-01,28,Completed,20092.5
46,The Bike Zone 104,1003087,104,2026-02-01,2026-02-01,0,Not Relevant,0.0
45,The Bike Zone 104,1003087,104,2026-02-01,2026-02-01,0,Not Relevant,0.0
44,The Bike Zone 104,1003087,104,2026-02-01,2026-02-01,0,Not Relevant,0.0
43,The Bike Zone 104,1003087,104,2026-02-01,2026-02-01,0,Not Relevant,0.0
42,The Bike Zone 104,1003087,104,2026-02-01,2026-02-01,0,Not Relevant,0.0
41,The Bike Zone 104,1003087,104,2026-02-01,2026-02-01,0,Not Relevant,0.0
40,The Bike Zone 104,1003087,104,2026-02-01,2026-02-25,24,Completed,20092.5
39,The Bike Zone 126,1003180,126,2026-01-31,2026-02-28,28,Completed,20092.5
38,The Bike Zone 082,1003163,082,2026-01-31,2026-02-28,28,Completed,20092.5
37,The Bike Zone 098,1003164,098,2026-01-31,2026-02-28,28,Completed,20092.5
36,The Bike Zone 092,1003168,092,2026-01-31,2026-02-28,28,Completed,20092.5
35,The Bike Zone 122,1003167,122,2026-01-31,2026-02-28,28,Completed,20092.5
34,The Bike Zone 013,1003161,013,2026-01-31,2026-01-31,0,Completed,20092.5
33,The Bike Zone 127,1003151,127,2026-01-30,2026-03-01,30,Completed,20092.5
32,The Bike Zone 030,1003127,030,2026-01-30,2026-02-27,28,Completed,20092.5
31,The Bike Zone 016,1003124,016,2026-01-30,2026-02-28,29,Completed,20092.5
30,The Bike Zone 022,1003157,022,2026-01-30,2026-02-28,29,Completed,20092.5
29,The Bike Zone 117,1003116,117,2026-01-29,2026-02-27,29,Completed,20092.5
28,The Bike Zone 005,1003073,005,2026-01-29,2026-01-29,0,Completed,23612.5
27,The Bike Zone 132,1003121,132,2026-01-29,2026-03-01,31,Completed,20092.5
26,The Bike Zone 055,1003115,055,2026-01-29,2026-01-27,-2,Completed,20092.5
25,The Bike Zone 023,1003138,023,2026-01-29,2026-02-28,30,Completed,20092.5
24,The Bike Zone 016,1003124,016,2026-01-28,2026-01-27,-1,Open,20092.5
23,The Bike Zone 012,1003147,012,2026-01-28,2026-02-28,31,Completed,20092.5
22,The Bike Zone 052,1003117,052,2026-01-27,2026-02-27,31,Completed,20092.5
21,The Bike Zone 158,1003077,158,2026-01-27,2026-02-25,29,Completed,20412.5
20,The Bike Zone 158,1003077,044,2026-01-26,2026-02-25,30,Completed,20092.5
19,The Bike Zone 115,1003099,115,2026-01-26,2026-02-26,31,Completed,20092.5
18,The Bike Zone 056,1003096,056,2026-01-26,2026-02-26,31,Completed,20092.5
17,The Bike Zone 079,1003093,079,2026-01-26,2026-02-26,31,Completed,20092.5
16,The Bike Zone 156,1003090,156,2026-01-25,2026-02-25,31,Completed,20092.5
15,The Bike Zone 125,1003084,125,2026-01-25,2026-02-25,31,Completed,20092.5
14,The Bike Zone 144,1003082,144,2026-01-25,2026-02-25,31,Completed,20092.5
13,The Bike Zone 028,1003070,028,2026-01-25,2026-02-25,31,Completed,20092.5
12,The Bike Zone 077,1003079,077,2026-01-25,2026-02-25,31,Completed,20092.5
11,The Bike Zone 067,1003075,067,2026-01-25,2026-02-25,31,Completed,20092.5
10,THE BIKE ZONE 024,1003068,024,2026-01-24,2026-02-24,31,Completed,20092.5
9,The Bike Zone 066,1003066,066,2026-01-24,2026-02-24,31,Completed,20092.5
8,The Bike Zone 121,1003060,121,2026-01-23,2026-02-22,30,Completed,20092.5
7,The Bike Zone 123,1003064,123,2026-01-23,2026-02-23,31,Completed,20092.5
6,The Bike Zone 155,1003062,155,2026-01-23,2026-02-23,31,Completed,20092.5
5,Philly Bikes,127000,000,2026-01-20,2026-01-27,7,Completed,12200.0
4,Beantown Bikes,129000,000,2026-01-20,2026-01-27,7,Open,16000.0
3,Beantown Bikes,129997,Z997,2021-08-23,2021-09-06,14,Completed,24000.0
2,Beantown Bikes,129999,Z999,2021-08-23,2021-09-06,14,Completed,6000.0
1,Beantown Bikes,129998,Z998,2021-08-23,2021-09-06,14,Completed,15000.0
